filepath,class_key,class_id,split,source,group_id
test/rice_healthy/107515.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1197
test/rice_healthy/107528.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1199
test/rice_healthy/107537.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1201
test/rice_healthy/107572.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1206
test/rice_healthy/107573.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1207
test/rice_healthy/107598.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1212
test/rice_healthy/107665.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1223
test/rice_healthy/107689.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1225
test/rice_healthy/107691.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1226
test/rice_healthy/107750.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1233
test/rice_healthy/107758.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1234
test/rice_healthy/107773.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1237
test/rice_healthy/107808.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1240
test/rice_healthy/107810.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1241
test/rice_healthy/107945.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1257
test/rice_healthy/107966.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1260
test/rice_healthy/108011.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1264
test/rice_healthy/108136.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1278
test/rice_healthy/108223.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1291
test/rice_healthy/108268.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1297
test/rice_healthy/108355.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1306
test/rice_healthy/108366.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1312
test/rice_healthy/108395.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1319
test/rice_healthy/108420.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1321
test/rice_healthy/108428.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1322
test/rice_healthy/108456.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1327
test/rice_healthy/108469.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1329
test/rice_healthy/108480.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1333
test/rice_healthy/108500.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1336
test/rice_healthy/108521.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1338
test/rice_healthy/108545.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1343
test/rice_healthy/108572.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1349
test/rice_healthy/108599.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1352
test/rice_healthy/108605.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1353
test/rice_healthy/108612.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1356
test/rice_healthy/108617.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1359
test/rice_healthy/108670.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1373
test/rice_healthy/108731.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1384
test/rice_healthy/108732.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1385
test/rice_healthy/108762.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1389
test/rice_healthy/108788.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1392
test/rice_healthy/108806.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1393
test/rice_healthy/108830.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1395
test/rice_healthy/108862.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1402
test/rice_healthy/108888.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1407
test/rice_healthy/108902.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1409
test/rice_healthy/108926.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1414
test/rice_healthy/108973.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1421
test/rice_healthy/109061.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1433
test/rice_healthy/109063.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1434
test/rice_healthy/109094.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1438
test/rice_healthy/109151.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1444
test/rice_healthy/109182.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1451
test/rice_healthy/109190.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1452
test/rice_healthy/109231.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1456
test/rice_healthy/109236.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1457
test/rice_healthy/109288.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1460
test/rice_healthy/109328.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1468
test/rice_healthy/109353.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1474
test/rice_healthy/109358.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1476
test/rice_healthy/109433.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1487
test/rice_healthy/109437.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1488
test/rice_healthy/109471.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1493
test/rice_healthy/109483.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1496
test/rice_healthy/109499.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1499
test/rice_healthy/109536.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1503
test/rice_healthy/109604.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1507
test/rice_healthy/109625.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1512
test/rice_healthy/109659.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1519
test/rice_healthy/109695.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1525
test/rice_healthy/109781.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1531
test/rice_healthy/109815.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1534
test/rice_healthy/109819.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1535
test/rice_healthy/109848.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1541
test/rice_healthy/109912.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1552
test/rice_healthy/109919.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1554
test/rice_healthy/109985.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1562
test/rice_healthy/110032.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1573
test/rice_healthy/110075.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1576
test/rice_healthy/110137.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1583
test/rice_healthy/110145.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1584
test/rice_healthy/110248.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1595
test/rice_healthy/110249.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1596
test/rice_healthy/110253.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1598
test/rice_healthy/110281.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1602
test/rice_healthy/110352.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1618
test/rice_healthy/110353.jpg,rice_healthy,8,test,paddy_doctor,rice_healthy:1619
test/tomato_early_blight/01861c93-ea8b-4820-aaa8-cc6003b3e75b___RS_Erly.B 7855.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:3
test/tomato_early_blight/01f87f04-ff38-4aba-b7d1-587aa06e5282___RS_Erly.B 7851.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:4
test/tomato_early_blight/0621aab4-b9fd-4012-b0a6-ba72e63cd87d___RS_Erly.B 8220.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:5
test/tomato_early_blight/1f4c6478-a39b-4974-aeef-3fcfa5ea69a6___RS_Erly.B 7385.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:26
test/tomato_early_blight/2312305e-c167-4730-a07a-db5c9956077a___RS_Erly.B 7752.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:30
test/tomato_early_blight/2586a260-ecf6-40e8-aa11-4b8a50845575___RS_Erly.B 7833.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:33
test/tomato_early_blight/3a2f31aa-b3e1-45a0-b0e6-2ffe3a2538b2___RS_Erly.B 9393.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:44
test/tomato_early_blight/3d7f5e7a-3149-4bce-8fc3-f0df073d5a73___RS_Erly.B 7518.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:47
test/tomato_early_blight/4a063384-a4c0-4acc-a787-8236eb40a54e___RS_Erly.B 8281.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:55
test/tomato_early_blight/4e3c2c95-69ca-41d4-9b08-4e0bb7f425eb___RS_Erly.B 7469.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:57
test/tomato_early_blight/62394305-3fca-4782-ad4a-b5670fcfac61___RS_Erly.B 7395.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:78
test/tomato_early_blight/68d40fcc-8554-4973-9abc-27fc1928cc9c___RS_Erly.B 7595.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:84
test/tomato_early_blight/7de91b8f-80f1-41bc-af89-2cf58a89276b___RS_Erly.B 7805.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:95
test/tomato_early_blight/8d70db5b-7916-4397-836d-6a73a2faaead___RS_Erly.B 6330.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:101
test/tomato_early_blight/98f19e26-5889-4e8e-9175-8dbbaa3439ef___RS_Erly.B 6449.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:110
test/tomato_early_blight/9b0106a7-eb90-4bb2-beec-6c9eb2d90d4b___RS_Erly.B 7424.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:112
test/tomato_early_blight/9e8f1cbd-f128-47f3-b90d-9c8dc1efcb78___RS_Erly.B 7425.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:113
test/tomato_early_blight/a40e0118-57f7-4a3c-92f5-07e968449dd0___RS_Erly.B 9536.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:120
test/tomato_early_blight/d1668361-aac6-41e3-b729-c5e5092326c1___RS_Erly.B 7562.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:150
test/tomato_early_blight/dc6eeebe-ebc4-406c-b5df-f4861f491db8___RS_Erly.B 9615.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:164
test/tomato_early_blight/e3aef05b-9ed6-421c-a44d-82a996b3e3bb___RS_Erly.B 7803.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:171
test/tomato_early_blight/e3b74c49-7e82-4094-8a02-5ae7644a1d00___RS_Erly.B 7393.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:172
test/tomato_early_blight/e3e8305e-a7f1-4ac2-9ed0-7a09660b2fa3___RS_Erly.B 9447.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:173
test/tomato_early_blight/e63371a7-2fb1-4446-9fb2-6d679485d2b0___RS_Erly.B 8415.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:175
test/tomato_early_blight/eccf8abf-a178-464f-ba55-1d203f5f8a47___RS_Erly.B 6395.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:178
test/tomato_early_blight/f26a0950-0a68-4850-8945-a8aca58da4fa___RS_Erly.B 7505.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:182
test/tomato_early_blight/f899b748-cd86-460f-a202-a6946e04946e___RS_Erly.B 7494.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:188
test/tomato_early_blight/fae08468-fe96-4604-9b86-bfe4c4f06999___RS_Erly.B 9530.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:192
test/tomato_early_blight/fe856320-407c-4390-9960-a6a539371182___RS_Erly.B 7624.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:197
test/tomato_early_blight/ff83852f-65e0-4981-8c66-6b86d34b32c2___RS_Erly.B 9582.jpg,tomato_early_blight,9,test,plantvillage,tomato_early_blight:199
test/tomato_healthy/065cd824-d515-49f6-a68a-c1b6dd313472___RS_HL 0139.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:7
test/tomato_healthy/0f809e80-ee2b-4ad4-9a80-50d789298d48___GH_HL Leaf 192.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:18
test/tomato_healthy/0fd3432a-e22a-4a71-9a63-1c56ee4ce067___GH_HL Leaf 463.1.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:20
test/tomato_healthy/13a4fd9b-13eb-4fcd-af7d-b6c76fbbf456___GH_HL Leaf 272.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:25
test/tomato_healthy/22e6625c-8075-428b-8356-fc6a97660efc___GH_HL Leaf 444.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:42
test/tomato_healthy/267fd403-bea5-4a99-ae97-ea1c272623a1___GH_HL Leaf 440.1.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:48
test/tomato_healthy/35f9364b-1ec2-42ee-99f4-3cdeda433f92___RS_HL 9778.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:66
test/tomato_healthy/3c435a41-903c-4517-b79e-c01724be03a1___RS_HL 0422.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:72
test/tomato_healthy/3e6c73ad-cfcb-4614-b927-150c2c642c9e___RS_HL 0074.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:75
test/tomato_healthy/42e607e9-916c-470c-a17d-ec5348a40ded___RS_HL 0373.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:78
test/tomato_healthy/48a36957-9e8e-4a17-b789-e775ea4bc523___GH_HL Leaf 254.1.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:85
test/tomato_healthy/48af8eac-8662-400b-a0bb-024a28ed3cc9___RS_HL 0266.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:86
test/tomato_healthy/4b696198-bb02-426d-bcbd-cc00177a0fb7___RS_HL 0093.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:90
test/tomato_healthy/4b8f6f0d-ed84-49ae-a92e-6cf049a42207___RS_HL 9652.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:93
test/tomato_healthy/5dbc2db5-5bb2-4a3c-9a90-d2228c1462f8___RS_HL 9770.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:107
test/tomato_healthy/6246e722-c34f-46cf-b670-0f403456cea1___RS_HL 9969.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:111
test/tomato_healthy/689696df-e7cd-4c53-9559-3b16f48c3788___RS_HL 0256.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:121
test/tomato_healthy/7521718e-614b-4de0-ba94-f587b0113a69___RS_HL 0145.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:138
test/tomato_healthy/77cd9b9e-9115-46ea-9c85-9744f1793b32___RS_HL 9699.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:141
test/tomato_healthy/7b93db88-7c70-444a-9096-1812426217f7___RS_HL 0167.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:146
test/tomato_healthy/82a3d470-940b-431f-9d79-3963b4e41028___GH_HL Leaf 475.1.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:153
test/tomato_healthy/83917dc9-aad9-4362-840e-24daab278519___RS_HL 0354.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:157
test/tomato_healthy/93d00575-64fc-4cb6-93c1-91be73a0b90c___GH_HL Leaf 313.1.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:179
test/tomato_healthy/982903ac-ec41-4bc3-8faf-c38a45d9b193___RS_HL 9960.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:187
test/tomato_healthy/a2118ec3-8434-4e93-8a4a-aa93262dfa76___RS_HL 0551.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:200
test/tomato_healthy/a5e54e01-2cd5-482a-bfba-8728ca32473c___GH_HL Leaf 426.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:204
test/tomato_healthy/ae7304a4-58ad-4a45-aab4-6f18ee303a43___RS_HL 0183.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:209
test/tomato_healthy/aeff16e4-99f8-4111-ac3b-b69dcc4c7b2c___RS_HL 0581.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:211
test/tomato_healthy/b7aea5b5-5db2-4861-b322-63af0162770c___RS_HL 9837.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:224
test/tomato_healthy/b923ed54-63ad-49f8-8881-ebd654c5821c___RS_HL 0359.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:227
test/tomato_healthy/ba09e9e0-fafc-4303-b1e3-136fa924d339___RS_HL 0403.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:228
test/tomato_healthy/bc5e650e-075e-4359-9f31-79cd0ef3208b___RS_HL 9807.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:231
test/tomato_healthy/c52610f1-e253-49ac-bb6f-af3dc1d9c396___GH_HL Leaf 363.1.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:240
test/tomato_healthy/c586e5df-8410-4690-aee8-25e9ef9df9a5___GH_HL Leaf 178.1.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:241
test/tomato_healthy/c7f91fa4-3769-45ef-a494-1669ee62ee7a___RS_HL 9812.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:245
test/tomato_healthy/cbb3f283-baaa-40b1-9e46-3414d8f74f99___GH_HL Leaf 231.1.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:249
test/tomato_healthy/e020155a-f93a-496c-adc6-1810b4cea333___GH_HL Leaf 206.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:274
test/tomato_healthy/e090d873-c435-4d1b-95dd-29f5a2f22a09___GH_HL Leaf 266.1.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:275
test/tomato_healthy/e1860bf2-2656-4dba-b9de-f80932bca552___RS_HL 0398.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:278
test/tomato_healthy/e47d2178-aaf3-438b-bcce-2fcb6efd833b___RS_HL 9924.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:284
test/tomato_healthy/e62a7ec8-3e5e-4a47-be14-a57db0322bb6___RS_HL 9627.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:287
test/tomato_healthy/e6fdaad9-b536-46c3-a819-faf414cfbf47___GH_HL Leaf 500.2.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:289
test/tomato_healthy/e73f62f9-46f5-4827-a891-169cd96e066e___RS_HL 0467.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:291
test/tomato_healthy/eb4c170f-af95-48f6-a5da-7e23da76a8e7___GH_HL Leaf 247.1.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:301
test/tomato_healthy/edfbcb80-5821-4c6e-a464-79f119de35ae___RS_HL 9903.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:303
test/tomato_healthy/efe384e9-8131-4164-884f-dff1d0995608___RS_HL 0272.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:304
test/tomato_healthy/f3231f5f-c6cf-4a37-a3da-5d6e7a8afb0e___RS_HL 0450.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:307
test/tomato_healthy/ff8b36d5-feaf-4d2d-8126-18670a312657___RS_HL 0229.jpg,tomato_healthy,10,test,plantvillage,tomato_healthy:317
test/tomato_late_blight/046c65f2-b155-4018-b161-825191c5faaa___RS_Late.B 5042.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:4
test/tomato_late_blight/0862d3c1-82db-4f51-9acf-4908a7733600___GHLB2 Leaf 9005.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:13
test/tomato_late_blight/08a94695-4566-49aa-84df-91980c3534a2___RS_Late.B 5396.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:15
test/tomato_late_blight/1507883d-7f10-4b69-88d4-db80850b1664___GHLB2 Leaf 154.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:32
test/tomato_late_blight/15dc06c9-506a-470b-a015-14dcb585389f___GHLB_PS Leaf 15 Day 8.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:35
test/tomato_late_blight/1745208a-82b2-4a82-9791-d812cb016850___GHLB2 Leaf 95.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:36
test/tomato_late_blight/1ba00fc3-a45b-4d23-94da-5e090ba7f3d3___RS_Late.B 6403.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:46
test/tomato_late_blight/23c5c930-6830-46c6-8353-616c0b34ae12___RS_Late.B 4947.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:60
test/tomato_late_blight/2939e3f2-d0c5-462c-b652-8cf4ef87d844___RS_Late.B 6600.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:65
test/tomato_late_blight/2e62a850-078e-44ce-ac30-6b940479e017___RS_Late.B 6080.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:70
test/tomato_late_blight/385e730c-e1f9-4f46-b8b0-42bfa13866d7___RS_Late.B 4965.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:80
test/tomato_late_blight/3a6faf8e-3b27-4498-aca9-45f9e4158a56___GHLB2 Leaf 112.1.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:83
test/tomato_late_blight/3fb24ffc-0f4f-4990-99e9-d8170fc9f6cc___GHLB2 Leaf 131.2.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:90
test/tomato_late_blight/46edfbcd-876e-4310-bba7-bae2b8fcc773___GHLB2 Leaf 9069.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:104
test/tomato_late_blight/47a6f6d3-e523-4103-bf89-ddc436f2a7a7___GHLB2 Leaf 154.5.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:105
test/tomato_late_blight/4ca113ee-0468-483d-be29-68a27bf60a71___GHLB2 Leaf 8890.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:111
test/tomato_late_blight/54924dfc-c51a-426d-8f0e-d282fa7e8fd4___RS_Late.B 6481.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:124
test/tomato_late_blight/558b263e-f6d3-4f15-9d16-2e100a34b99f___RS_Late.B 5414.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:128
test/tomato_late_blight/60196a6c-a134-4107-8178-d1bb47450cee___GHLB Leaf 23.1 Day 9.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:140
test/tomato_late_blight/65773c21-d788-4c22-84b4-91257a603e74___GHLB_PS Leaf 13 Day 7.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:150
test/tomato_late_blight/67a63018-22b8-45c5-8f71-90f7589a6ba5___GHLB2 Leaf 9032.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:152
test/tomato_late_blight/67b4c3a2-6d38-4db4-be3e-7655303ae13c___RS_Late.B 5051.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:153
test/tomato_late_blight/704b80c3-ffea-41c4-9f18-e07e56740279___RS_Late.B 6817.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:166
test/tomato_late_blight/745086e9-2e07-48e3-809e-7448e14332ef___GHLB2 Leaf 134.2.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:171
test/tomato_late_blight/76ca83b8-0695-470d-a715-2fcb9efb4fc4___RS_Late.B 5062.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:174
test/tomato_late_blight/77e0bc13-fdcb-4fff-a3e9-17b5d88224a4___GHLB2 Leaf 59.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:175
test/tomato_late_blight/7aa199e5-4228-409c-84c2-8cd070af2b87___GHLB Leaf 2.1 Day 12.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:178
test/tomato_late_blight/7dac72d7-cd87-4d92-8ee0-e6b52c115558___RS_Late.B 5053.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:181
test/tomato_late_blight/8826e278-b47e-4d1a-b7af-3dc1b77ef445___GHLB2 Leaf 8924.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:195
test/tomato_late_blight/89c134ee-41f7-46b7-b4dc-4229b3b3ca08___GHLB2 Leaf 8952.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:197
test/tomato_late_blight/8b2bb3d4-b5db-4772-8151-2689b7d52846___GHLB_PS Leaf 19.1 Day 8.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:198
test/tomato_late_blight/90131e4c-2ff6-4be3-86cf-252847cce3fa___RS_Late.B 6933.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:206
test/tomato_late_blight/913a9ecb-2dad-4a37-8e5e-e97a1aa2b8a1___RS_Late.B 5327.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:209
test/tomato_late_blight/967a0ddf-f5c4-4116-bc2b-18e1032cd8db___GHLB2 Leaf 9094.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:215
test/tomato_late_blight/a3deb552-d098-4b15-992a-d6f2fc49ae4c___GHLB2 Leaf 109.1.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:232
test/tomato_late_blight/a647b254-deb0-427d-89e4-05eedfeeffea___RS_Late.B 5106.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:243
test/tomato_late_blight/a922e2df-e521-466a-8ef9-7f88aa062ac6___GHLB2ES Leaf 119.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:250
test/tomato_late_blight/aa2b76f2-a7e8-443c-81eb-20c00c0fd488___GHLB_PS Leaf 39.1 Day 16.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:252
test/tomato_late_blight/b3971b7c-ae24-4f4f-b426-3368096afeab___RS_Late.B 7079.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:261
test/tomato_late_blight/b6142592-6a73-4a6d-9320-7a69ecd7fee2___RS_Late.B 6162.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:264
test/tomato_late_blight/b6457b32-7732-4caf-a316-74021b265359___GHLB2 Leaf 9054.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:266
test/tomato_late_blight/b8995533-058e-49fb-94ae-30b2d9cff3cc___GHLB2 Leaf 8646.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:271
test/tomato_late_blight/bff1cbac-a141-4eda-ab29-b34dee705bce___GHLB_PS Leaf 47 Day 18.jpg,tomato_late_blight,11,test,plantvillage,tomato_late_blight:282
